2097,918 EASTERN PARKWAY                      ,Brooklyn,NY,11213,
2098,163 STUYVESANT AVENUE                    ,Brooklyn,NY,11221,
2099,1343 EAST 9TH   STREET                   ,Brooklyn,NY,11230,
2100,794 LEXINGTON AVENUE                     ,Brooklyn,NY,11221,
2101,670 MACON STREET                         ,Brooklyn,NY,11233,
2102,965 45TH   STREET                        ,Brooklyn,NY,11219,
2103,1183 GATES AVENUE                        ,Brooklyn,NY,11221,
2104,629 FRANKLIN AVENUE                      ,Brooklyn,NY,11238,
2105,131 PARKVILLE AVENUE                     ,Brooklyn,NY,11230,
2106,312 MENAHAN STREET                       ,Brooklyn,NY,11237,
2107,512 MONTGOMERY STREET                    ,Brooklyn,NY,11225,
2108,1016 BEVERLEY ROAD                       ,Brooklyn,NY,11218,
2109,1441 EAST 12TH   STREET                  ,Brooklyn,NY,11230,
2110,955 EAST 18TH STREET                     ,Brooklyn,NY,11230,
2111,376 BOND STREET                          ,Brooklyn,NY,11231,
2112,957 78TH   STREET                        ,Brooklyn,NY,11228,
2113,1108 JEFFERSON AVENUE                    ,Brooklyn,NY,11221,
2114,1916 85TH STREET                         ,Brooklyn,NY,11214,
2115,285 MAYFAIR DRIVE NORTH                  ,Brooklyn,NY,11234,
2116,340 MACON STREET                         ,Brooklyn,NY,11233,
2117,170 CLIFTON PLACE                        ,Brooklyn,NY,11238,
2118,1429 EAST 23RD STREET                    ,Brooklyn,NY,11210,
2119,521 57TH STREET                          ,Brooklyn,NY,11220,
2120,1117 GREENE AVE                          ,Brooklyn,NY,11221,
2121,721A MADISON STREET                      ,Brooklyn,NY,11221,
2122,834 41ST   STREET                        ,Brooklyn,NY,11232,
2123,711 MONROE STREET                        ,Brooklyn,NY,11221,
2124,1136 DECATUR STREET                      ,Brooklyn,NY,11207,
2125,1133 57TH STREET                         ,Brooklyn,NY,11219,
2126,121 SKILLMAN AVENUE                      ,Brooklyn,NY,11211,
2127,591 PUTNAM AVENUE                        ,Brooklyn,NY,11221,
2128,131 NORFOLK STREET                       ,Brooklyn,NY,11235,
2129,292 PARKSIDE AVENUE                      ,Brooklyn,NY,11226,
2130,2125 75TH STREET                         ,Brooklyn,NY,11204,
2131,1626 76TH   STREET                       ,Brooklyn,NY,11214,
2132,200 AINSLIE STREET                       ,Brooklyn,NY,11211,
2133,916 PUTNAM AVENUE                        ,Brooklyn,NY,11221,
2134,1723 OCEAN PARKWAY                       ,Brooklyn,NY,11223,
2135,293 14TH STREET                          ,Brooklyn,NY,11215,
2136,40 RUTHERFORD PLACE                      ,Brooklyn,NY,11214,
2137,24 PILLING STREET                        ,Brooklyn,NY,11207,
2138,5505 11TH AVENUE                         ,Brooklyn,NY,11219,
2139,1119 OCEANVIEW AVENUE                    ,Brooklyn,NY,11235,
2140,294 NORTH 6TH STREET                     ,Brooklyn,NY,11211,
2141,176 KINGSLAND AVENUE                     ,Brooklyn,NY,11222,
2142,2014 57TH STREET                         ,Brooklyn,NY,11204,
2143,4812 17TH   AVENUE                       ,Brooklyn,NY,11204,
2144,421 37TH STREET                          ,Brooklyn,NY,11232,
2145,154 SEELEY STREET                        ,Brooklyn,NY,11218,
2146,398 WESTMINSTER ROAD                     ,Brooklyn,NY,11218,
2147,398 WESTMINSTER ROAD                     ,Brooklyn,NY,11218,
2148,299 EAST 5TH STREET                      ,Brooklyn,NY,11218,
2149,209 BAY 17TH   STREET                    ,Brooklyn,NY,11214,
2150,1515 77TH STREET                         ,Brooklyn,NY,11228,
2151,625 FRANKLIN AVENUE                      ,Brooklyn,NY,11238,
2152,1521 76TH   STREET                       ,Brooklyn,NY,11228,
2153,277 AINSLIE STREET                       ,Brooklyn,NY,11211,
2154,24 BAY 23RD STREET                       ,Brooklyn,NY,11214,
2155,1562 EAST 14TH STREET                    ,Brooklyn,NY,11230,
2156,286 MANHATTAN AVENUE                     ,Brooklyn,NY,11211,
2157,695 EAST 17TH STREET                     ,Brooklyn,NY,11230,
2158,191 JAFFRAY STREET                       ,Brooklyn,NY,11235,
2159,236 RUTLAND ROAD                         ,Brooklyn,NY,11225,
2160,207 BAY 17TH   STREET                    ,Brooklyn,NY,11214,
2161,402 PUTNAM AVENUE                        ,Brooklyn,NY,11216,
2162,14 JACKSON PL                            ,Brooklyn,NY,11226,
2163,716 MARCY AVE                            ,Brooklyn,NY,11216,
2164,14 MARTENSE COURT                        ,Brooklyn,NY,11226,
2165,1214 DECATUR STREET                      ,Brooklyn,NY,11207,
2166,442 47TH STREET                          ,Brooklyn,NY,11220,
2167,1630 78TH   STREET                       ,Brooklyn,NY,11214,
2168,834 HALSEY STREET                        ,Brooklyn,NY,11233,
2169,1313 STERLING PLACE                      ,Brooklyn,NY,11213,
2170,1494 EAST 17TH STREET                    ,Brooklyn,NY,11230,
2171,370 PUTNAM AVENUE                        ,Brooklyn,NY,11216,
2172,16 APOLLO STREET                         ,Brooklyn,NY,11222,
2173,2235 EMMONS AVENUE                       ,Brooklyn,NY,11235,
2174,1145 EAST 21 STREET                      ,Brooklyn,NY,11210,
2175,2139 60TH   STREET                       ,Brooklyn,NY,11204,
2176,271 NEW YORK AVENUE                      ,Brooklyn,NY,11216,
2177,7407 3RD AVENUE                          ,Brooklyn,NY,11209,
2178,1046 62ND   STREET                       ,Brooklyn,NY,11219,
2179,150 RUTLAND ROAD                         ,Brooklyn,NY,11225,
2180,1250 NEW YORK AVENUE                     ,Brooklyn,NY,11203,
2181,1839 84TH STREET                         ,Brooklyn,NY,11214,
2182,502 PRESIDENT STREET                     ,Brooklyn,NY,11215,
2183,166 22ND STREET                          ,Brooklyn,NY,11232,
2184,129 79TH   STREET                        ,Brooklyn,NY,11209,
2185,322 ROEBLING STREET                      ,Brooklyn,NY,11211,
2186,430 AVENUE Y                             ,Brooklyn,NY,11223,
2187,8120 19 AVENUE                           ,Brooklyn,NY,11214,
2188,2108 61ST STREET                         ,Brooklyn,NY,11204,
2189,1015 OVINGTON AVENUE                     ,Brooklyn,NY,11219,
2190,1728 EAST 3RD   STREET                   ,Brooklyn,NY,11223,
2191,1348 EAST 10TH   STREET                  ,Brooklyn,NY,11230,
2192,1110 MADISON STREET                      ,Brooklyn,NY,11221,
2193,563 QUINCY STREET                        ,Brooklyn,NY,11221,
2194,488A CHAUNCEY STREET                     ,Brooklyn,NY,11233,
2195,1425 CARROLL STREET                      ,Brooklyn,NY,11213,
2196,1814 AVENUE V                            ,Brooklyn,NY,11229,
2197,380 HERKIMER STREET                      ,Brooklyn,NY,11213,
2198,948 56TH STREET                          ,Brooklyn,NY,11219,
2199,1566 77TH STREET                         ,Brooklyn,NY,11228,
2200,52 REEVE PLACE                           ,Brooklyn,NY,11218,
2201,2133 83RD STREET                         ,Brooklyn,NY,11214,
2202,772 46TH   STREET                        ,Brooklyn,NY,11220,
2203,743 HANCOCK STREET                       ,Brooklyn,NY,11233,
2204,3592 BEDFORD AVENUE                      ,Brooklyn,NY,11210,
2205,2072 62ND STREET                         ,Brooklyn,NY,11204,
2206,1200 EAST 21ST   STREET                  ,Brooklyn,NY,11210,
2207,409 PUTNAM                               ,Brooklyn,NY,11216,
2208,663 FRANKLIN AVENUE                      ,Brooklyn,NY,11238,
2209,7415 18TH AVENUE                         ,Brooklyn,NY,11204,
2210,211 ECKFORD STREET                       ,Brooklyn,NY,11222,
2211,317 80TH   STREET                        ,Brooklyn,NY,11209,
2212,222A 21ST STREET                         ,Brooklyn,NY,11232,
2213,410 DECATUR STREET                       ,Brooklyn,NY,11233,
2214,101 FALMOUTH STREET                      ,Brooklyn,NY,11235,
2215,1264 79TH   STREET                       ,Brooklyn,NY,11228,
2216,667 PUTNAM AVENUE                        ,Brooklyn,NY,11221,
2217,583 MACON STREET                         ,Brooklyn,NY,11233,
2218,381 MONROE STREET                        ,Brooklyn,NY,11221,
2219,422 CHAUNCEY STREET                      ,Brooklyn,NY,11233,
2220,7314 18TH AVENUE                         ,Brooklyn,NY,11204,
2221,366 JEFFERSON AVE                        ,Brooklyn,NY,11221,
2222,8633 23RD   AVENUE                       ,Brooklyn,NY,11214,
2223,6523 20TH AVENUE                         ,Brooklyn,NY,11204,
2224,1856 EAST 27TH STREET                    ,Brooklyn,NY,11229,
2225,2070 59TH STREET                         ,Brooklyn,NY,11204,
2226,208 AMHERST STREET                       ,Brooklyn,NY,11235,
2227,311 WILLOUGHBY AVENUE                    ,Brooklyn,NY,11205,
2228,9422 RIDGE BLVD                          ,Brooklyn,NY,11209,
2229,1721 WEST 4TH   STREET                   ,Brooklyn,NY,11223,
2230,1102 52ND   STREET                       ,Brooklyn,NY,11219,
2231,1622 EAST 15TH STREET                    ,Brooklyn,NY,11229,
2232,961 EAST 18                              ,Brooklyn,NY,11230,
2233,8615 19TH AVENUE                         ,Brooklyn,NY,11214,
2234,190 80TH   STREET                        ,Brooklyn,NY,11209,
2235,1238 57TH STREET                         ,Brooklyn,NY,11219,
2236,1659 47TH   STREET                       ,Brooklyn,NY,11204,
2237,6121 19TH AVENUE                         ,Brooklyn,NY,11204,
2238,2103 BAY AVENUE                          ,Brooklyn,NY,11210,
2239,37 WINDSOR PLACE                         ,Brooklyn,NY,11215,
2240,1134 JEFFERSON AVENUE                    ,Brooklyn,NY,11221,
2241,433 10TH STREET                          ,Brooklyn,NY,11215,
2242,205 FREEMAN STREET                       ,Brooklyn,NY,11222,
2243,921 AVENUE N                             ,Brooklyn,NY,11230,
2244,40 NEW YORK AVENUE                       ,Brooklyn,NY,11216,
2245,967 LAFAYETTE AVENUE                     ,Brooklyn,NY,11221,
2246,1937 72ND STREET                         ,Brooklyn,NY,11204,
2247,124 HASTINGS STREET                      ,Brooklyn,NY,11235,
2248,229A SCHOLES STREET                      ,Brooklyn,NY,11206,
2249,160 IRWIN STREET                         ,Brooklyn,NY,11235,
2250,2253 79TH   STREET                       ,Brooklyn,NY,11214,
2251,229 HAWTHORNE STREET                     ,Brooklyn,NY,11225,
2252,538 PUTNAM AVENUE                        ,Brooklyn,NY,11221,
2253,595 THIRD AVENUE                         ,Brooklyn,NY,11215,
2254,1153 BEDFORD AVENUE                      ,Brooklyn,NY,11216,
2255,1601 55TH   STREET                       ,Brooklyn,NY,11204,
2256,541 COURT STREET                         ,Brooklyn,NY,11231,
2257,294 13TH STREET                          ,Brooklyn,NY,11215,
2258,7306 18TH AVENUE                         ,Brooklyn,NY,11204,
2259,1850 EAST 8TH STREET                     ,Brooklyn,NY,11223,
2260,994 BERGEN STREET                        ,Brooklyn,NY,11216,
2261,1432 60TH   STREET                       ,Brooklyn,NY,11219,
2262,106 VANDERBILT STREET                    ,Brooklyn,NY,11218,
2263,2106 81ST STREET                         ,Brooklyn,NY,11214,
2264,1177 EAST 31ST STREET                    ,Brooklyn,NY,11210,
2265,1768 56TH STREET                         ,Brooklyn,NY,11204,
2266,1354 46TH STREET                         ,Brooklyn,NY,11219,
2267,780 EAST 19TH   STREET                   ,Brooklyn,NY,11230,
2268,1208 8TH AVENUE                          ,Brooklyn,NY,11215,
2269,1372 EAST 24                             ,Brooklyn,NY,11210,
2270,1349 47TH   STREET                       ,Brooklyn,NY,11219,
2271,1046 EAST 22ND STREET                    ,Brooklyn,NY,11210,
2272,1078 CARROLL STREET                      ,Brooklyn,NY,11225,
2273,511 GREENE AVENUE                        ,Brooklyn,NY,11216,
2274,1654 84TH STREET                         ,Brooklyn,NY,11214,
2275,413 51ST   STREET                        ,Brooklyn,NY,11220,
2276,421 HART STREET                          ,Brooklyn,NY,11221,
2277,184 MACDONOUGH STREET                    ,Brooklyn,NY,11216,
2278,2083 NEW YORK AVENUE                     ,Brooklyn,NY,11210,
2279,849 70TH STREET                          ,Brooklyn,NY,11228,
2280,224 PUTNAM AVENUE                        ,Brooklyn,NY,11216,
2281,3552 BEDFORD AVENUE                      ,Brooklyn,NY,11210,
2282,223 MONITOR STREET                       ,Brooklyn,NY,11222,
2283,63 MAPLE STREET                          ,Brooklyn,NY,11225,
2284,4274 OCEAN AVENUE                        ,Brooklyn,NY,11235,
2285,189 11TH   STREET                        ,Brooklyn,NY,11215,
2286,147 STUYVESANT AVENUE                    ,Brooklyn,NY,11221,
2287,110 POWERS STREET                        ,Brooklyn,NY,11211,
2288,1656 51ST STREET                         ,Brooklyn,NY,11204,
2289,1201/2 OAK STREET                        ,Brooklyn,NY,11222,
2290,1358 49 STREET                           ,Brooklyn,NY,11219,
2291,15 HARRISON AVENUE                       ,Brooklyn,NY,11211,
2292,1373 CONEY ISLAND AVENUE                 ,Brooklyn,NY,11230,
2293,1349 PACIFIC STREET                      ,Brooklyn,NY,11216,
2294,292 RUTLAND ROAD                         ,Brooklyn,NY,11225,
2295,685 ST. JOHNS PLACE                      ,Brooklyn,NY,11216,
2296,1101 EAST 4TH   STREET                   ,Brooklyn,NY,11230,
2297,329 VANDERBILT STREET                    ,Brooklyn,NY,11218,
2298,8891 19TH AVENUE                         ,Brooklyn,NY,11214,
2299,5512 12TH   AVENUE                       ,Brooklyn,NY,11219,
2300,858 51ST   STREET                        ,Brooklyn,NY,11220,
2301,1062 CARROLL STREET                      ,Brooklyn,NY,11225,
2302,357 PARKSIDE AVE                         ,Brooklyn,NY,11226,
2303,565A CARLTON AVENUE                      ,Brooklyn,NY,11238,
2304,1242 84TH STREET                         ,Brooklyn,NY,11228,
2305,142 HOOPER STREET                        ,Brooklyn,NY,11211,
2306,115 CALYER STREET                        ,Brooklyn,NY,11222,
2307,2124 EAST 9TH STREET                     ,Brooklyn,NY,11223,
2308,262 85TH STREET                          ,Brooklyn,NY,11209,
2309,374 DECATUR STREET                       ,Brooklyn,NY,11233,
2310,936A LAFAYETTE AVENUE                    ,Brooklyn,NY,11221,
2311,409 AVENUE I                             ,Brooklyn,NY,11230,
2312,152 FALMOUTH                             ,Brooklyn,NY,11235,
2313,319-321 42ND   STREET                    ,Brooklyn,NY,11232,
2314,345 GATES AVENUE                         ,Brooklyn,NY,11216,
2315,2248 EAST 63RD STREET                    ,Brooklyn,NY,11234,
2316,303 MONROE STRET                         ,Brooklyn,NY,11216,
2317,829 LINCOLN PLACE                        ,Brooklyn,NY,11216,
2318,158 CARLTON AVENUE                       ,Brooklyn,NY,11205,
2319,220 BAY 13TH STREET                      ,Brooklyn,NY,11214,
2320,237 27TH   STREET                        ,Brooklyn,NY,11232,
2321,1898 OCEAN AVENUE                        ,Brooklyn,NY,11230,
2322,150 CONSELYEA STREET                     ,Brooklyn,NY,11211,
2323,461 COURT STREET                         ,Brooklyn,NY,11231,
2324,21 PARKWAY COURT                         ,Brooklyn,NY,11223,
2325,284 16TH STREET                          ,Brooklyn,NY,11215,
2326,124 ECKFORD STREET                       ,Brooklyn,NY,11222,
2327,325 UNION STREET                         ,Brooklyn,NY,11231,
2328,48 FULLER PLACE                          ,Brooklyn,NY,11215,
2329,225 77TH STREET                          ,Brooklyn,NY,11209,
2330,35 SUTTON STREET                         ,Brooklyn,NY,11222,
2331,60 SAINT FELIX STREET                    ,Brooklyn,NY,11217,
2332,553A PUTNAM AVENUE                       ,Brooklyn,NY,11221,
2333,45 DUFFIELD STREET                       ,Brooklyn,NY,11201,
2334,1252 MYRTLE AVENUE                       ,Brooklyn,NY,11221,
2335,212 16 STREET                            ,Brooklyn,NY,11215,
2336,429 11TH STREET                          ,Brooklyn,NY,11215,
2337,295 NORTH 7TH   STREET                   ,Brooklyn,NY,11211,
2338,236 MONROE STREET                        ,Brooklyn,NY,11216,
2339,860 LAFAYETTE AVENUE                     ,Brooklyn,NY,11221,
2340,1101 PARK PLACE                          ,Brooklyn,NY,11213,
2341,19 RICHARDSON STREET                     ,Brooklyn,NY,11211,
2342,2727 ARKANSAS DRIVE                      ,Brooklyn,NY,11234,
2343,850 57TH STREET                          ,Brooklyn,NY,11220,
2344,6 HAVEMEYER STREET                       ,Brooklyn,NY,11211,
2345,8 HAVEMEYER STREET                       ,Brooklyn,NY,11211,
2346,292 12TH   STREET                        ,Brooklyn,NY,11215,
2347,694A 5TH AVENUE                          ,Brooklyn,NY,11215,
2348,1754 48TH   STREET                       ,Brooklyn,NY,11204,
2349,301 MONROE STREET                        ,Brooklyn,NY,11216,
2350,1263 PRESIDENT                           ,Brooklyn,NY,11213,
2351,214 LINCOLN ROAD                         ,Brooklyn,NY,11225,
2352,325A 21 STREET                           ,Brooklyn,NY,11215,
2353,1206 EAST 22ND   STREET                  ,Brooklyn,NY,11210,
2354,244 LINCOLN ROAD                         ,Brooklyn,NY,11225,
2355,239 HAWTHORNE STREET                     ,Brooklyn,NY,11225,
2356,1436 55TH   STREET                       ,Brooklyn,NY,11219,
2357,95 DIAMOND STREET                        ,Brooklyn,NY,11222,
2358,169 INDIA STREET                         ,Brooklyn,NY,11222,
2359,1315 51ST STREET                         ,Brooklyn,NY,11219,
2360,99 CONSELYEA STREET                      ,Brooklyn,NY,11211,
2361,1546 MYRTLE AVENUE                       ,Brooklyn,NY,11237,
2362,119 ST MARKS AVENUE                      ,Brooklyn,NY,11217,
2363,183 WINDSOR PLACE                        ,Brooklyn,NY,11215,
2364,176 LEFFERTS AVENUE                      ,Brooklyn,NY,11225,
2365,149 DWIGHT STREET                        ,Brooklyn,NY,11231,
2366,26 WARREN PLACE                          ,Brooklyn,NY,11201,
2367,75 BAY 17  STREET                        ,Brooklyn,NY,11214,
2368,866 PROSPECT PLACE                       ,Brooklyn,NY,11216,
2369,1900 BENSON AVENUE                       ,Brooklyn,NY,11214,
2370,8758 23RD AVENUE                         ,Brooklyn,NY,11214,
2371,8760 23RD AVENUE                         ,Brooklyn,NY,11214,
2372,184 PARK PLACE                           ,Brooklyn,NY,11238,
2373,509 STRATFORD ROAD                       ,Brooklyn,NY,11218,
2374,439 36TH   STREET                        ,Brooklyn,NY,11232,
2375,183 MADISON STREET                       ,Brooklyn,NY,11216,
2376,1906 BENSON AVENUE                       ,Brooklyn,NY,11214,
2377,16 VANDERBILT AVENUE                     ,Brooklyn,NY,11205,
2378,84A LEXINGTON AVENUE                     ,Brooklyn,NY,11238,
2379,197 RUGBY ROAD                           ,Brooklyn,NY,11226,
2380,1384 FLATBUSH AVE                        ,Brooklyn,NY,11210,
2381,1345 E 26TH STREET                       ,Brooklyn,NY,11210,
2382,38 VANDERBILT AVENUE                     ,Brooklyn,NY,11205,
2383,442 PROSPECT PLACE                       ,Brooklyn,NY,11238,
2384,207 WINDSOR PLACE                        ,Brooklyn,NY,11215,
2385,91 CLAY STREET                           ,Brooklyn,NY,11222,
2386,321 SOUTH 5TH STREET                     ,Brooklyn,NY,11211,
2387,122 4 AVENUE                             ,Brooklyn,NY,11217,
2388,385 16TH STREET                          ,Brooklyn,NY,11215,
2389,8525 COLONIAL ROAD                       ,Brooklyn,NY,11209,
2390,227 LEONARD STREET                       ,Brooklyn,NY,11211,
2391,273 COLUMBIA STREET                      ,Brooklyn,NY,11231,
2392,65 GARFIELD PLACE                        ,Brooklyn,NY,11215,
2393,916 ALBEMARLE ROAD                       ,Brooklyn,NY,11218,
2394,1323 DITMAS AVENUE                       ,Brooklyn,NY,11226,
2395,96 RUTLAND ROAD                          ,Brooklyn,NY,11225,
2396,573 MEEKER AVENUE                        ,Brooklyn,NY,11222,
2397,300 15TH STREET                          ,Brooklyn,NY,11215,
2398,33 MONROE STREET                         ,Brooklyn,NY,11238,
2399,2050 85TH   STREET                       ,Brooklyn,NY,11214,
2400,246 CLIFTON PLACE                        ,Brooklyn,NY,11216,
2401,36 VANDERBILT AVENUE                     ,Brooklyn,NY,11205,
2402,104 BERGEN STREET                        ,Brooklyn,NY,11201,
2403,245 BAY RIDGE PARKWAY                    ,Brooklyn,NY,11209,
2404,3801 FT HAMILTON PARKWAY                 ,Brooklyn,NY,11218,
2405,363 13TH   STREET                        ,Brooklyn,NY,11215,
2406,34 VANDERBILT AVENUE                     ,Brooklyn,NY,11205,
2407,633 LEONARD STREET                       ,Brooklyn,NY,11222,
2408,473 WAVERLY AVENUE                       ,Brooklyn,NY,11238,
2409,492 WARREN STREET                        ,Brooklyn,NY,11217,
2410,20 VANDERBILT AVENUE                     ,Brooklyn,NY,11205,
2411,197 MACDONOUGH STREET                    ,Brooklyn,NY,11216,
2412,14 VANDERBILT AVENUE                     ,Brooklyn,NY,11205,
2413,1155 46 STREET                           ,Brooklyn,NY,11219,
2414,7508 BAY PARKWAY                         ,Brooklyn,NY,11214,
2415,364 PRESIDENT STREET                     ,Brooklyn,NY,11231,
2416,348A 14TH   STREET                       ,Brooklyn,NY,11215,
2417,1118 CORTELYOU                           ,Brooklyn,NY,11218,
2418,1222 49TH STREET                         ,Brooklyn,NY,11219,
2419,217 TERRACE PLACE                        ,Brooklyn,NY,11218,
2420,1896 EAST 7                              ,Brooklyn,NY,11223,
2421,325 EMPIRE BOULEVARD                     ,Brooklyn,NY,11225,
2422,116 82ND STREET                          ,Brooklyn,NY,11209,
2423,7 HASTINGS STREET                        ,Brooklyn,NY,11235,
2424,930 ST MARKS AVENUE                      ,Brooklyn,NY,11213,
2425,28 VANDERBILT AVENUE                     ,Brooklyn,NY,11205,
2426,581 MACON STREET                         ,Brooklyn,NY,11233,
2427,106 DUPONT STREET                        ,Brooklyn,NY,11222,
2428,30 VANDERBILT AVENUE                     ,Brooklyn,NY,11205,
2429,578 MYRTLE AVENUE                        ,Brooklyn,NY,11205,
2430,2311 EAST 4TH STREET                     ,Brooklyn,NY,11223,
2431,47 WOLCOTT STREET                        ,Brooklyn,NY,11231,
2432,3804 ATLANTIC AVENUE                     ,Brooklyn,NY,11224,
2433,363 GATES AVENUE                         ,Brooklyn,NY,11216,
2434,119 POWERS STREET                        ,Brooklyn,NY,11211,
2435,995 PACIFIC STREET                       ,Brooklyn,NY,11238,
2436,623 AVENUE H                             ,Brooklyn,NY,11230,
2437,1601 11TH AVENUE                         ,Brooklyn,NY,11215,
